organisation_hk,organisation_id,organisation_date_sk,subscription_date_sk,report_date,total_monthly_active_user_count,paid_monthly_active_user_count,full_monthly_active_user_count,lite_monthly_active_user_count,free_monthly_active_user_count,inspections_paid_monthly_active_user_count,actions_paid_monthly_active_user_count,issues_paid_monthly_active_user_count,heads_up_paid_monthly_active_user_count,training_paid_monthly_active_user_count,assets_paid_monthly_active_user_count,two_product_paid_monthly_active_user_count,inspections_free_monthly_active_user_count,actions_free_monthly_active_user_count,issues_free_monthly_active_user_count,heads_up_free_monthly_active_user_count,training_free_monthly_active_user_count,assets_free_monthly_active_user_count,two_product_free_monthly_active_user_count,total_chargify_component_type_count,total_user_count,free_user_count,paid_user_count,full_user_count,lite_user_count,total_action_count,total_action_completed_count,total_issue_count,total_issue_resolved_count,total_heads_up_count,total_published_heads_up_count,total_heads_up_view_count,commenced_inspection_count,commenced_inspection_deleted_count,completed_inspection_count,completed_inspection_deleted_count,total_created_templates,total_created_templates_deleted,total_reports_interacted_count,total_reports_shared_count,total_reports_exported_count,total_analytics_event_count,total_active_analytics_event_count,total_passive_analytics_event_count,total_api_call_count,total_site_count,total_site_with_member_count,total_activated_hardware_sensor_count,total_activated_weather_sensor_count,total_deactivated_hardware_sensor_count,total_deactivated_weather_sensor_count,total_active_asset_count,total_archive_asset_count,total_seat_count,change_total_seat_count,total_paid_seat_count,total_full_seat_count,total_free_seat_count,total_lite_seat_count,total_action_only_seat_count,total_issue_or_action_only_seat_count,total_issue_only_seat_count,total_extra_devices_count,total_schedule_count,total_support_conversation_count,total_actionable_support_conversation_count
ab8120743e21b9fe5a1e9a17111b0a27,8cb71ae368665132f851d9e9cb13b35063536d7c0c634a5fd4cec53661f5a54d,6dc75867f7b18b621ab83827e61aba16,ad2bd607c24646a722ed1b1dbafa5096,2024-02-14,67,66,65,1,1,53,17,6,66,5,49,56,0,0,0,1,0,0,0,1,72,2,70,68,2,0,0,0,2,4,3,7,40,0,43,0,0,0,5,0,12,0,0,0,3584,0,0,0,2,0,0,3759,8,171,0,171,71,0,100,0,0,0,0,0,0,0
cd67df80fe285dba53b9b8fdae169f2e,f1234781e67effdbbc88faf616369114e652241fe9971a213df00a8ba7778a7a,fa801b622c185bf6675c4407db25a174,202a82fdbc14faba9c5b3a64fec02056,2024-02-14,25,25,25,0,0,18,7,0,21,19,3,20,0,0,0,0,0,0,0,1,42,0,42,40,2,2,1,0,0,2,1,23,17,0,15,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,105,0,43,0,43,40,0,3,0,0,0,0,0,0,0
f7b4faecd93c9929d650b549b652dc63,44ff828b0cb90d4966c8fa35e85f7374b0adb9b33d612d1fa3dde192db9d547f,a2f38c5117e8f537c1c3cc5e471b8c60,8d47a7f8a7da7c1fd99a7e8894dbebcd,2024-02-15,70,70,12,58,0,23,16,5,33,69,3,42,0,0,0,0,0,0,0,1,82,0,82,12,70,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,84,0,84,12,0,72,0,0,0,0,0,0,0
f7b0b5a94ab84b5d7d450d39c239bfc4,c0bccd9a125be8564e0f0dbf419a594bfc523a73bc710fa2fb0d2f715f4c4c80,ed2505d1b7a58f233f7d004d53e06c02,cda678b90722939aa66aed5e1e4cc854,2024-02-16,13,13,13,0,0,10,9,4,7,2,4,9,0,0,0,0,0,0,0,1,15,0,15,15,0,8,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0,15,0,15,15,0,0,0,0,0,0,0,0,0
61295a4abf054ce870cbbd305a967663,b38dc3c0f537839d556089e25d49ee6f30ac398a55b6cc48bc3d11f6b4fa19d2,9ddbe4b2f2747b7300cf9f5799c086cf,abc8d2ab02973fdb2cd66061742da417,2024-02-16,17,7,7,0,10,2,0,0,0,2,1,1,1,3,0,0,0,4,0,1,425,400,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,90,0,90,90,0,0,0,0,0,0,0,0,0
7124cffc66b3a209d50393ef0b6376ab,2e4fadfe6f3bc78efb1a4a2cd54cb1df31a805fcffd6bdce3add3fafcbda4834,6232069dbee505022d6b0e7b7ea78636,7fa2f5ffeedbe03396ef117a724bb4d4,2024-02-20,2,2,2,0,2,2,1,0,0,0,0,1,2,1,0,0,0,0,1,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0
f7b4faecd93c9929d650b549b652dc63,44ff828b0cb90d4966c8fa35e85f7374b0adb9b33d612d1fa3dde192db9d547f,f7796027a2719e4968fa092ca91b6447,4b4fb95158f72ce54dcb4dff70a54b18,2024-02-20,75,75,13,63,0,23,16,5,37,74,3,46,0,0,0,0,0,0,0,1,82,0,82,13,70,0,0,0,0,0,0,0,3,0,2,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,85,1,85,13,0,72,0,0,0,0,0,0,0
8fd42070a6f0c521004ed492cd90b545,36fd231312d75ea9133fccb0da97c59598f97c5dacba99e3fa5bc7d1655d1feb,fb61b85ae53841eeef2dcb4cf52872bc,6173c60dceb27b9c25349ec623d15afc,2024-02-14,26,24,22,2,2,19,6,6,0,7,5,12,0,0,0,0,2,0,0,1,93,57,36,33,3,2,0,1,1,0,0,0,22,0,21,0,1,0,6,0,3,0,0,0,1059,0,0,0,1,0,0,91,3,38,0,38,33,0,5,0,0,0,0,0,0,0
8fd42070a6f0c521004ed492cd90b545,36fd231312d75ea9133fccb0da97c59598f97c5dacba99e3fa5bc7d1655d1feb,a2a43d7e4a5b256c2c355d799bc06a07,cb79b9eb5ea2f659c601409c85615a7a,2024-02-15,26,24,22,2,2,19,7,6,0,7,5,12,0,0,0,0,2,0,0,1,93,57,36,33,3,1,0,0,0,0,0,0,16,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,91,3,38,0,38,33,0,5,0,0,0,0,0,0,0
cd67df80fe285dba53b9b8fdae169f2e,f1234781e67effdbbc88faf616369114e652241fe9971a213df00a8ba7778a7a,952ca890c7da72c586d5895cf83993e9,de37b8d293e405cd8600f6a416c80e18,2024-02-17,26,26,26,0,0,19,8,0,23,17,3,20,0,0,0,0,0,0,0,1,42,0,42,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,43,0,43,40,0,3,0,0,0,0,0,0,0
ab8120743e21b9fe5a1e9a17111b0a27,8cb71ae368665132f851d9e9cb13b35063536d7c0c634a5fd4cec53661f5a54d,dbab0d550b7b67ef7cfbd510166c4bfe,bb0b410419f6c8b3a6ec25e77d95e3f5,2024-02-19,67,66,65,1,1,53,17,5,66,5,49,55,0,0,0,1,0,0,0,1,72,2,70,68,2,0,0,0,0,11,9,25,44,0,44,0,0,0,13,0,13,0,0,0,3,0,0,0,2,0,0,3763,8,171,0,171,71,0,100,0,0,0,0,0,1,1
1ec7941340ab6766f16a8db7fa7143e4,226a10838b71d401c97892d680aadddcef20579c29c0050d8f0aac283b4ec9c8,9246f019b0350a202dfd1972af06ac1d,5abf9e051da47e0f93f8ac44a161a02e,2024-02-20,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0
7124cffc66b3a209d50393ef0b6376ab,2e4fadfe6f3bc78efb1a4a2cd54cb1df31a805fcffd6bdce3add3fafcbda4834,75e27db8c7d31efa111309c719c13975,cca12b976edb96105e0633c0f604405e,2024-02-15,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0
c8e64430e227995ae1822d5ef3a06abf,52f053d09403b7f90a43f8e4fd08a63197866bb5696d3dc933c16a849c7e5dcb,cf2ad515c15cc27939e4485b1894c768,610cdc0725dbf21ee7c83c4c4da92b8c,2024-02-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
f7b0b5a94ab84b5d7d450d39c239bfc4,c0bccd9a125be8564e0f0dbf419a594bfc523a73bc710fa2fb0d2f715f4c4c80,2f907f5be0b5fe8cdf57b854f0bb35f5,d5cb2b459625bd11a1c45f3a10a3b0a6,2024-02-17,13,13,13,0,0,10,9,4,7,2,4,9,0,0,0,0,0,0,0,1,15,0,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0,15,0,15,15,0,0,0,0,0,0,0,0,0
cd67df80fe285dba53b9b8fdae169f2e,f1234781e67effdbbc88faf616369114e652241fe9971a213df00a8ba7778a7a,2ac0a1941cd9734840191e89ed041d20,904e9012f266bbdd7bc494afdc6e7215,2024-02-16,26,26,26,0,0,19,8,0,23,19,3,21,0,0,0,0,0,0,0,1,42,0,42,39,3,4,4,0,0,0,0,0,18,0,12,0,2,0,5,0,7,0,0,0,0,0,0,0,0,0,0,105,0,43,0,43,40,0,3,0,0,0,0,0,0,0
2f12f842b7bfda32fc16826a6d6994e1,ca250de8ec6b7c3792dabb262f5a59ca5748fcdfdd612f9ab4e87b2b2829d71b,a44a69823cf1c95d615eeed39f6cea77,05ef1ef1c55686a4625bc029f299a629,2024-02-19,25,25,18,7,0,7,10,8,19,18,2,17,0,0,0,0,0,0,0,1,29,1,28,18,10,3,2,1,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,106,4,30,0,30,20,0,10,0,0,0,0,0,0,0
f9ece1b9eb37b9e90fe3517b2ff38494,c17c69b6463eda9470c87d60d663420acddf8620a7b10979f20dd86ca49366b9,db454f6048b75e9f1fbe94ea3e249537,cdf060d59d788bc2f67014c06b2496f2,2024-02-19,3,3,3,0,0,1,1,0,1,3,1,1,0,0,0,0,0,0,0,1,4,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,55,5,0,50,0,0,0,0,0,0,0
